dt,LandMaxTemperature,LandMinTemperature,LandAndOceanAverageTemperature,LandAverageTemperature
01-03-1939,10.836,-1.1,14.273,4.926
01-04-1939,14.44,2.271,15.296,8.328
01-05-1939,17.489,5.362,16.174,11.524
01-06-1939,19.47,7.51,16.712,13.531
01-07-1939,20.26,8.617,16.988,14.395
01-08-1939,19.807,8.011,16.892,13.932
01-09-1939,17.922,5.907,16.3,11.958
01-10-1939,14.963,3.479,15.232,9.218
01-11-1939,11.742,0.555,14.379,6.189
01-12-1939,10.629,-0.738,14.087,4.959
01-01-1940,7.942,-3.35,13.576,2.335
01-02-1940,9.25,-2.488,13.932,3.423
01-03-1940,11.402,-0.622,14.48,5.424
01-04-1940,14.793,2.722,15.452,8.756
01-05-1940,17.273,5.202,16.08,11.338
01-06-1940,19.501,7.532,16.725,13.583
01-07-1940,20.408,8.51,17.123,14.571
01-08-1940,19.662,7.937,16.946,13.811
01-09-1940,18.186,6.377,16.43,12.268
01-10-1940,15.273,3.762,15.384,9.457
01-11-1940,11.667,0.52,14.377,6.076
01-12-1940,9.592,-1.418,13.96,4.134
01-01-1941,8.348,-3.01,13.622,2.735
01-02-1941,9.439,-2.234,13.946,3.67
01-03-1941,11.152,-0.901,14.425,5.213
01-04-1941,14.429,2.616,15.407,8.575
01-05-1941,17.259,5.582,16.152,11.493
01-06-1941,19.447,7.696,16.753,13.63
01-07-1941,20.578,8.739,17.131,14.694
01-08-1941,19.853,8.134,16.915,14.028
01-09-1941,17.813,5.973,16.19,11.816
01-10-1941,15.504,3.988,15.629,9.71
01-11-1941,11.536,0.265,14.475,5.953
01-12-1941,9.076,-1.87,13.971,3.707
01-01-1942,8.715,-2.609,13.821,3.103
01-02-1942,8.544,-2.883,13.773,2.857
01-03-1942,11.264,-0.771,14.538,5.308
01-04-1942,14.453,2.401,15.307,8.416
01-05-1942,17.196,5.398,16.147,11.338
01-06-1942,19.417,7.721,16.729,13.578
01-07-1942,20.107,8.516,16.902,14.242
01-08-1942,19.603,8.042,16.766,13.786
01-09-1942,18.143,6.151,16.265,12.146
01-10-1942,15.452,3.864,15.358,9.627
01-11-1942,12.149,0.685,14.426,6.395
01-12-1942,9.368,-1.474,13.872,3.945
01-01-1943,8.017,-3.283,13.522,2.396
01-02-1943,9.468,-2.37,13.939,3.513
01-03-1943,11.123,-0.812,14.371,5.138
01-04-1943,14.654,2.719,15.335,8.638
01-05-1943,17.401,5.523,16.123,11.485
01-06-1943,19.036,7.314,16.596,13.161
01-07-1943,20.394,8.503,16.95,14.46
01-08-1943,19.68,7.986,16.912,13.774
01-09-1943,18.029,6.325,16.285,12.096
01-10-1943,15.859,4.068,15.62,9.907
01-11-1943,11.87,0.592,14.53,6.26
01-12-1943,9.705,-1.326,13.957,4.233
01-01-1944,9.037,-1.929,13.819,3.504
01-02-1944,9.407,-2.123,14.023,3.591
01-03-1944,11.517,-0.4,14.632,5.531
01-04-1944,14.577,2.337,15.432,8.434
01-05-1944,17.483,5.328,16.212,11.334
01-06-1944,19.508,7.491,16.772,13.478
01-07-1944,20.493,8.652,17.119,14.468
01-08-1944,20.108,8.076,17.117,14.017
01-09-1944,18.453,6.614,16.472,12.45
01-10-1944,15.732,4.032,15.623,9.808
01-11-1944,11.515,0.607,14.401,6.091
01-12-1944,8.896,-1.969,13.767,3.434
01-01-1945,8.127,-2.907,13.586,2.525
01-02-1945,8.373,-3.044,13.747,2.646
01-03-1945,11.182,-0.898,14.462,5.184
01-04-1945,14.727,2.601,15.431,8.681
01-05-1945,17.214,5.008,16.064,11.097
01-06-1945,19.407,7.366,16.661,13.328
01-07-1945,20.142,8.352,16.911,14.213
01-08-1945,20.189,8.413,17.106,14.313
01-09-1945,18.078,6.414,16.358,12.225
01-10-1945,15.458,3.83,15.574,9.575
01-11-1945,11.697,0.47,14.453,6.073
01-12-1945,8.671,-2.337,13.616,3.158
01-01-1946,8.484,-2.547,13.638,2.979
01-02-1946,9.259,-2.389,13.816,3.461
01-03-1946,11.244,-0.839,14.514,5.236
01-04-1946,14.909,2.711,15.441,8.837
01-05-1946,17.275,5.323,15.994,11.355
01-06-1946,19.086,7.197,16.513,13.298
01-07-1946,20.265,8.427,16.944,14.409
01-08-1946,19.783,7.998,16.717,13.834
01-09-1946,17.921,6.264,16.252,12.064
01-10-1946,15.175,3.577,15.437,9.281
01-11-1946,11.863,0.555,14.359,6.235
01-12-1946,8.514,-2.31,13.528,3.134
01-01-1947,8.109,-2.992,13.532,2.597
01-02-1947,9.045,-2.668,13.832,3.277
01-03-1947,11.8,-0.367,14.54,5.801
01-04-1947,14.734,2.738,15.373,8.686
01-05-1947,17.266,5.263,16.089,11.329
01-06-1947,19.361,7.452,16.701,13.459
01-07-1947,20.126,8.35,16.973,14.349
01-08-1947,19.541,8.002,16.804,13.827
01-09-1947,17.959,6.355,16.261,12.166
01-10-1947,15.797,4.313,15.49,10.011
01-11-1947,11.926,0.913,14.435,6.407
01-12-1947,9.086,-1.784,13.692,3.656
01-01-1948,9.136,-2.352,13.666,3.366
01-02-1948,9.034,-2.613,13.692,3.22
01-03-1948,10.852,-1.039,14.284,4.919
01-04-1948,14.384,2.617,15.266,8.499
01-05-1948,17.592,5.515,16.173,11.537
01-06-1948,19.614,7.585,16.742,13.664
01-07-1948,20.334,8.625,16.938,14.445
01-08-1948,19.87,7.965,16.902,13.896
01-09-1948,18.217,6.209,16.243,12.155
01-10-1948,15.52,3.812,15.389,9.584
01-11-1948,11.853,0.691,14.299,6.185
01-12-1948,8.981,-2.03,13.54,3.491
01-01-1949,8.837,-2.428,13.704,3.219
01-02-1949,8.518,-3.003,13.686,2.759
01-03-1949,10.981,-0.773,14.322,5.077
01-04-1949,14.41,2.364,15.312,8.344
01-05-1949,17.196,5.444,16.063,11.309
01-06-1949,19.064,7.389,16.467,13.223
01-07-1949,20.128,8.297,16.807,14.199
01-08-1949,19.77,8.004,16.796,13.826
01-09-1949,17.969,6.052,16.177,11.957
01-10-1949,15.439,3.719,15.375,9.531
01-11-1949,11.821,0.453,14.331,6.148
01-12-1949,8.843,-1.892,13.633,3.449
01-01-1950,7.611,-3.622,13.311,2.008
01-02-1950,8.475,-3.013,13.554,2.721
01-03-1950,11.173,-0.693,14.296,5.247
01-04-1950,14.157,2.043,15.093,8.123
01-05-1950,17.252,5.421,16.033,11.297
01-06-1950,19.29,7.501,16.66,13.382
01-07-1950,19.882,8.417,16.981,14.14
01-08-1950,19.39,7.729,16.731,13.46
01-09-1950,17.737,6.205,16.124,11.952
01-10-1950,14.918,3.452,15.245,9.153
01-11-1950,11.077,-0.426,14.06,5.372
01-12-1950,9.123,-2.071,13.586,3.528
01-01-1951,7.77,-3.521,13.341,2.138
01-02-1951,8.163,-3.661,13.488,2.332
01-03-1951,11.074,-1.087,14.278,5.091
01-04-1951,14.538,2.191,15.198,8.367
01-05-1951,17.371,5.376,16.158,11.438
01-06-1951,19.16,7.312,16.768,13.25
01-07-1951,20.225,8.416,17.046,14.324
01-08-1951,19.81,8.033,17.081,14.021
01-09-1951,18.362,6.427,16.43,12.324
01-10-1951,15.149,4.047,15.529,9.67
01-11-1951,11.752,0.457,14.422,6.225
01-12-1951,9.788,-1.162,13.995,4.328
01-01-1952,8.656,-2.579,13.762,3.049
01-02-1952,9.113,-2.425,14.009,3.396
01-03-1952,10.96,-1.193,14.373,4.967
01-04-1952,14.565,2.445,15.363,8.461
01-05-1952,17.289,5.394,16.129,11.352
01-06-1952,19.426,7.626,16.751,13.442
01-07-1952,20.416,8.754,17.068,14.549
01-08-1952,19.753,8.161,16.952,13.964
01-09-1952,18.109,6.379,16.395,12.238
01-10-1952,15.032,3.294,15.434,9.157
01-11-1952,11.017,-0.164,14.334,5.425
01-12-1952,9.215,-1.85,13.787,3.659
01-01-1953,8.541,-2.629,13.642,2.964
01-02-1953,9.51,-2.182,14.02,3.629
01-03-1953,11.677,-0.22,14.561,5.712
01-04-1953,14.813,2.913,15.518,8.892
01-05-1953,17.358,5.53,16.266,11.514
01-06-1953,19.461,7.749,16.89,13.612
01-07-1953,20.254,8.565,17.088,14.392
01-08-1953,19.803,8.25,16.985,14.059
01-09-1953,18.145,6.288,16.418,12.199
01-10-1953,15.367,3.908,15.471,9.59
01-11-1953,11.376,0.419,14.332,5.924
01-12-1953,9.366,-1.299,13.862,3.998
01-01-1954,7.673,-3.581,13.38,2.059
01-02-1954,8.863,-2.674,13.783,3.084
01-03-1954,11.148,-0.865,14.385,5.148
01-04-1954,13.973,2.424,15.226,8.158
01-05-1954,16.784,5.196,15.971,10.988
01-06-1954,19.213,7.62,16.609,13.4
01-07-1954,20.015,8.543,16.851,14.241
01-08-1954,19.588,8.184,16.816,13.868
01-09-1954,17.852,6.368,16.223,12.098
01-10-1954,15.26,3.902,15.423,9.546
01-11-1954,12.155,1.046,14.48,6.579
01-12-1954,8.915,-1.773,13.62,3.559
01-01-1955,8.914,-2.028,13.717,3.412
01-02-1955,8.966,-2.71,13.718,3.137
01-03-1955,10.377,-1.427,14.179,4.585
01-04-1955,13.914,2.223,15.119,8.136
01-05-1955,17.11,5.504,15.882,11.192
01-06-1955,19.218,7.735,16.555,13.56
01-07-1955,19.959,8.579,16.809,14.242
01-08-1955,19.857,8.303,16.899,14.283
01-09-1955,17.859,6.405,16.148,11.954
01-10-1955,15.446,3.923,15.333,9.735
01-11-1955,11.527,0.084,14.211,5.973
01-12-1955,8.802,-2.254,13.522,3.306
01-01-1956,7.909,-3.055,13.444,2.466
01-02-1956,8.555,-3.131,13.626,2.781
01-03-1956,10.836,-1.028,14.231,4.889
01-04-1956,13.848,2.043,15.029,7.922
01-05-1956,16.734,5.083,15.823,10.721
01-06-1956,18.939,7.309,16.472,13.16
01-07-1956,19.952,8.603,16.83,14.18
01-08-1956,18.967,7.513,16.605,13.189
01-09-1956,17.501,5.872,16.088,11.783
01-10-1956,14.667,3.173,15.159,8.928
01-11-1956,11.414,0.134,14.261,5.738
01-12-1956,8.962,-1.775,13.704,3.598
01-01-1957,8.005,-2.97,13.473,2.488
01-02-1957,8.708,-2.51,13.804,3.12
01-03-1957,10.986,-0.916,14.381,5.036
01-04-1957,14.094,2.426,15.324,8.366
01-05-1957,17.054,5.43,16.216,11.259
01-06-1957,19.473,7.811,16.878,13.783
01-07-1957,19.828,8.382,17.034,14.129
01-08-1957,19.792,8.263,17.049,14.082
01-09-1957,18.065,6.407,16.38,12.312
01-10-1957,15.049,3.801,15.463,9.496
01-11-1957,11.849,0.831,14.516,6.391
01-12-1957,9.68,-0.943,13.971,4.328
01-01-1958,8.977,-1.772,13.881,3.574
01-02-1958,9.546,-1.949,14.071,3.695
01-03-1958,11.321,-0.549,14.547,5.453
01-04-1958,14.392,2.57,15.359,8.52
01-05-1958,17.355,5.625,16.18,11.519
01-06-1958,19.028,7.427,16.619,13.187
01-07-1958,20.121,8.839,17.039,14.438
01-08-1958,19.399,8.048,16.832,13.597
01-09-1958,17.549,6.204,16.284,11.845
01-10-1958,15.094,3.742,15.437,9.375
01-11-1958,11.718,0.746,14.507,6.26
01-12-1958,9.23,-1.557,13.829,3.822
01-01-1959,8.39,-2.406,13.636,2.959
01-02-1959,9.004,-2.225,13.873,3.33
01-03-1959,11.728,-0.071,14.612,5.854
01-04-1959,14.752,2.807,15.439,8.819
01-05-1959,17.164,5.536,16.122,11.323
01-06-1959,19.379,7.748,16.776,13.577
01-07-1959,20.236,8.854,17.002,14.449
01-08-1959,19.532,8.321,16.908,13.853
01-09-1959,17.663,6.344,16.278,11.946
01-10-1959,14.767,3.586,15.405,9.16
01-11-1959,11.261,0.302,14.272,5.752
01-12-1959,9.122,-1.493,13.763,3.77
01-01-1960,8.222,-2.623,13.553,2.713
01-02-1960,9.748,-1.92,13.956,3.798
01-03-1960,10.216,-1.677,14.145,4.303
01-04-1960,13.955,2.229,15.19,8.133
01-05-1960,16.71,5.044,15.956,10.872
01-06-1960,19.306,7.729,16.67,13.484
01-07-1960,19.884,8.492,16.985,14.198
01-08-1960,19.604,8.242,16.969,13.825
01-09-1960,17.856,6.498,16.382,12.095
01-10-1960,15.235,3.8,15.456,9.497
01-11-1960,11.433,0.355,14.313,5.828
01-12-1960,9.64,-0.978,13.928,4.259
01-01-1961,8.38,-2.383,13.664,2.926
01-02-1961,9.299,-1.895,14.058,3.683
01-03-1961,11.478,-0.271,14.609,5.589
01-04-1961,14.497,2.817,15.444,8.631
01-05-1961,17.592,5.729,16.241,11.624
01-06-1961,19.598,7.796,16.81,13.702
01-07-1961,20.014,8.664,16.987,14.288
01-08-1961,19.606,8.23,16.917,13.849
01-09-1961,17.987,6.525,16.309,12.247
01-10-1961,15.057,3.508,15.401,9.328
01-11-1961,11.655,0.74,14.437,6.205
01-12-1961,9.016,-1.915,13.682,3.5
01-01-1962,8.657,-2.509,13.655,3.003
01-02-1962,9.547,-2.045,14.003,3.696
01-03-1962,11.537,-0.416,14.522,5.53
01-04-1962,14.473,2.576,15.353,8.54
01-05-1962,17.04,5.195,16.041,11.128
01-06-1962,19.35,7.456,16.679,13.427
01-07-1962,20.054,8.451,16.952,14.205
01-08-1962,19.553,7.941,16.83,13.713
01-09-1962,17.845,6.313,16.246,12.018
01-10-1962,15.226,3.774,15.429,9.468
01-11-1962,11.775,0.797,14.421,6.283
01-12-1962,9.425,-1.43,13.776,3.94
01-01-1963,8.671,-2.679,13.594,2.901
01-02-1963,9.95,-1.685,14.014,4.02
01-03-1963,11.043,-0.895,14.357,5.097
01-04-1963,13.914,2.35,15.216,8.173
01-05-1963,16.819,5.234,16.05,11.045
01-06-1963,19.276,7.604,16.675,13.412
01-07-1963,20.229,8.797,17.089,14.506
01-08-1963,20.009,8.471,17.061,14.309
01-09-1963,18.306,6.724,16.48,12.555
01-10-1963,15.716,4.326,15.587,9.943
01-11-1963,12.068,1.31,14.58,6.561
01-12-1963,9.346,-1.666,13.817,3.75
01-01-1964,8.384,-2.549,13.595,2.881
01-02-1964,8.791,-2.613,13.73,3.028
01-03-1964,10.97,-1.152,14.256,4.865
01-04-1964,13.794,2.152,15.062,7.922
01-05-1964,16.801,5.202,15.856,10.905
01-06-1964,19.275,7.536,16.591,13.459
01-07-1964,20.065,8.572,16.784,14.301
01-08-1964,19.386,8.05,16.634,13.678
01-09-1964,17.394,6.11,16.002,11.604
01-10-1964,14.654,3.218,15.171,8.832
01-11-1964,11.609,0.483,14.202,5.983
01-12-1964,8.759,-1.783,13.522,3.458
01-01-1965,8.418,-2.526,13.545,2.862
01-02-1965,8.907,-2.822,13.698,3.036
01-03-1965,11.22,-0.735,14.285,5.182
01-04-1965,13.841,2.168,15.095,7.99
01-05-1965,17.168,5.262,16.007,11.222
01-06-1965,19.126,7.483,16.532,13.308
01-07-1965,19.869,8.376,16.762,14.078
01-08-1965,19.583,8.184,16.803,13.807
01-09-1965,17.407,6.096,16.154,11.73
01-10-1965,15.11,3.8,15.406,9.488
01-11-1965,11.337,0.354,14.287,5.86
01-12-1965,9.235,-1.543,13.775,3.766
01-01-1966,8.049,-3.041,13.495,2.49
01-02-1966,9.005,-2.421,13.81,3.29
01-03-1966,11.296,-0.42,14.445,5.527
01-04-1966,13.951,2.331,15.254,8.161
01-05-1966,17.07,5.189,15.987,11.2
01-06-1966,19.378,7.723,16.693,13.587
01-07-1966,20.392,8.823,17.033,14.569
01-08-1966,19.627,8.087,16.826,13.731
01-09-1966,18.028,6.482,16.273,12.133
01-10-1966,14.777,3.555,15.315,9.153
01-11-1966,11.58,0.412,14.362,5.969
01-12-1966,8.758,-1.927,13.683,3.382
01-01-1967,8.395,-2.869,13.527,2.71
01-02-1967,8.619,-2.772,13.688,2.905
01-03-1967,11.222,-0.356,14.465,5.396
01-04-1967,14.376,2.5,15.3,8.458
01-05-1967,17.505,5.784,16.279,11.632
01-06-1967,18.911,7.445,16.665,13.194
01-07-1967,20.142,8.706,16.97,14.331
01-08-1967,19.593,8.172,16.84,13.821
01-09-1967,17.852,6.269,16.244,12.054
01-10-1967,15.479,4.178,15.469,9.809
01-11-1967,11.505,0.808,14.353,6.176
01-12-1967,9.279,-1.42,13.73,3.915
01-01-1968,7.867,-3.062,13.389,2.353
01-02-1968,8.88,-2.319,13.724,3.245
01-03-1968,11.907,0.285,14.581,6.117
01-04-1968,14.427,2.596,15.261,8.455
01-05-1968,16.76,5.176,15.99,11.068
01-06-1968,18.873,7.318,16.696,13.204
01-07-1968,19.734,8.431,16.887,14.026
01-08-1968,19.238,7.892,16.794,13.524
01-09-1968,17.348,5.942,16.155,11.62
01-10-1968,15.086,3.787,15.481,9.453
01-11-1968,11.3,0.357,14.418,5.891
01-12-1968,8.551,-2.116,13.791,3.24
01-01-1969,7.229,-3.298,13.518,1.966
01-02-1969,7.969,-3.191,13.747,2.45
01-03-1969,11.018,-0.824,14.576,5.131
01-04-1969,14.286,2.69,15.518,8.576
01-05-1969,17.064,5.565,16.329,11.354
01-06-1969,19.208,7.568,16.83,13.475
01-07-1969,20.024,8.666,16.924,14.218
01-08-1969,19.628,8.124,16.945,13.804
01-09-1969,17.67,6.421,16.337,12.048
01-10-1969,14.888,4.05,15.445,9.489
01-11-1969,11.974,0.923,14.524,6.42
01-12-1969,9.587,-1.139,13.993,4.21
01-01-1970,8.288,-2.584,13.711,2.836
01-02-1970,9.543,-2.02,14.022,3.735
01-03-1970,11.066,-0.545,14.503,5.272
01-04-1970,14.383,2.739,15.44,8.603
01-05-1970,17.165,5.402,16.104,11.206
01-06-1970,19.368,7.599,16.672,13.513
01-07-1970,20.254,8.723,16.912,14.395
01-08-1970,19.43,8.097,16.748,13.658
01-09-1970,17.879,6.62,16.335,12.277
01-10-1970,14.96,3.787,15.42,9.348
01-11-1970,11.562,0.524,14.418,6.047
01-12-1970,8.941,-1.829,13.707,3.521
01-01-1971,8.531,-2.531,13.615,2.967
01-02-1971,8.579,-2.723,13.627,2.867
01-03-1971,10.967,-0.896,14.254,5.001
01-04-1971,14.267,2.516,15.227,8.339
01-05-1971,17.186,5.384,15.963,11.211
01-06-1971,18.992,7.436,16.539,13.099
01-07-1971,19.984,8.511,16.846,14.139
01-08-1971,19.593,8.086,16.752,13.879
01-09-1971,17.918,6.463,16.22,12.139
01-10-1971,15.146,3.809,15.298,9.388
01-11-1971,11.842,0.931,14.399,6.295
01-12-1971,9.228,-1.439,13.66,3.867
01-01-1972,7.392,-3.549,13.298,1.882
01-02-1972,8.219,-3.115,13.644,2.609
01-03-1972,11.169,-0.672,14.446,5.287
01-04-1972,14.148,2.498,15.291,8.337
01-05-1972,16.968,5.361,16.095,11.155
01-06-1972,19.231,7.627,16.729,13.501
01-07-1972,20.037,8.568,16.956,14.231
01-08-1972,19.88,8.386,16.978,14.171
01-09-1972,17.529,6.166,16.27,11.901
01-10-1972,15.057,3.84,15.438,9.346
01-11-1972,11.167,0.52,14.419,5.797
01-12-1972,9.182,-1.492,13.951,3.778
01-01-1973,8.492,-2.308,13.774,3.038
01-02-1973,9.496,-1.654,14.14,3.898
01-03-1973,11.605,0.109,14.663,5.82
01-04-1973,14.51,3.107,15.528,8.938
01-05-1973,17.417,5.926,16.288,11.769
01-06-1973,19.497,8.155,16.795,13.824
01-07-1973,20.112,8.989,17.002,14.435
01-08-1973,19.707,8.427,16.889,13.869
01-09-1973,17.815,6.504,16.267,12.125
01-10-1973,15.182,3.913,15.419,9.609
01-11-1973,11.667,0.788,14.381,6.222
01-12-1973,9.292,-1.514,13.711,3.832
01-01-1974,7.464,-2.894,13.3,2.261
01-02-1974,8.118,-2.926,13.49,2.582
01-03-1974,10.966,-0.495,14.267,5.19
01-04-1974,14.179,2.59,15.182,8.386
01-05-1974,16.932,5.47,15.957,11.198
01-06-1974,19.235,7.591,16.616,13.382
01-07-1974,19.925,8.654,16.846,14.288
01-08-1974,19.652,8.391,16.912,14.016
01-09-1974,17.43,6.14,16.197,11.744
01-10-1974,14.884,3.423,15.274,9.098
01-11-1974,11.459,0.389,14.32,5.915
01-12-1974,8.739,-1.522,13.656,3.55
01-01-1975,8.484,-2.257,13.621,3.059
01-02-1975,9.026,-2.096,13.857,3.395
01-03-1975,11.384,-0.15,14.538,5.706
01-04-1975,14.399,2.882,15.297,8.584
01-05-1975,17.484,5.842,16.136,11.742
01-06-1975,19.275,7.796,16.682,13.557
01-07-1975,20.051,8.637,16.877,14.351
01-08-1975,19.248,7.892,16.665,13.514
01-09-1975,17.804,6.54,16.216,12.152
01-10-1975,14.908,3.671,15.292,9.318
01-11-1975,11.462,0.332,14.126,5.893
01-12-1975,9.079,-1.636,13.557,3.667
01-01-1976,8.398,-2.452,13.442,2.884
01-02-1976,8.509,-2.443,13.619,3.031
01-03-1976,10.305,-1.204,14.124,4.517
01-04-1976,14.177,2.489,15.135,8.294
01-05-1976,16.728,5.176,15.778,10.942
01-06-1976,18.954,7.345,16.448,13.086
01-07-1976,19.852,8.349,16.864,14.155
01-08-1976,19.163,7.646,16.671,13.511
01-09-1976,17.74,6.197,16.185,11.895
01-10-1976,14.028,3.113,15.167,8.511
01-11-1976,11.156,0.302,14.299,5.66
01-12-1976,9.086,-1.708,13.841,3.681
01-01-1977,7.764,-2.648,13.647,2.492
01-02-1977,9.135,-2.152,14.001,3.471
01-03-1977,11.581,-0.035,14.639,5.702
01-04-1977,14.751,3.058,15.47,8.85
01-05-1977,17.594,6.009,16.286,11.78
01-06-1977,19.628,8.058,16.846,13.876
01-07-1977,20.327,8.971,17.047,14.631
01-08-1977,19.673,8.464,16.979,14.09
01-09-1977,17.535,6.35,16.312,11.862
01-10-1977,14.875,3.586,15.387,9.156
01-11-1977,11.962,1.259,14.544,6.544
01-12-1977,9.001,-1.385,13.741,3.749
01-01-1978,8.006,-2.52,13.587,2.705
01-02-1978,9.006,-2.149,13.904,3.456
01-03-1978,11.344,-0.074,14.555,5.607
01-04-1978,14.628,3.084,15.372,8.791
01-05-1978,17.131,5.723,16.101,11.414
01-06-1978,18.891,7.715,16.601,13.22
01-07-1978,19.911,8.894,16.935,14.364
01-08-1978,18.974,7.681,16.623,13.297
01-09-1978,17.64,6.431,16.281,12.03
01-10-1978,14.964,3.803,15.337,9.339
01-11-1978,11.685,1.08,14.522,6.35
01-12-1978,9.195,-1.617,13.793,3.74
01-01-1979,8.071,-2.625,13.63,2.679
01-02-1979,8.525,-2.759,13.768,2.841
01-03-1979,11.331,-0.129,14.565,5.474
01-04-1979,14.273,2.623,15.391,8.455
01-05-1979,17.139,5.712,16.076,11.199
01-06-1979,19.366,7.818,16.772,13.487
01-07-1979,19.945,8.491,16.992,14.114
01-08-1979,19.623,8.266,16.978,13.833
01-09-1979,18.059,6.714,16.45,12.247
01-10-1979,15.354,4.054,15.557,9.586
01-11-1979,11.807,0.905,14.609,6.286
01-12-1979,10,-0.669,14.182,4.6
01-01-1980,8.468,-2.457,13.812,2.956
01-02-1980,9.26,-1.864,14.112,3.652
01-03-1980,11.24,-0.379,14.646,5.367
01-04-1980,14.821,3.109,15.578,8.935
01-05-1980,17.713,6.131,16.314,11.77
01-06-1980,19.375,7.901,16.806,13.582
01-07-1980,20.466,9.102,17.171,14.742
01-08-1980,19.814,8.563,17.049,14.189
01-09-1980,18.121,6.642,16.427,12.321
01-10-1980,15.17,4.051,15.45,9.55
01-11-1980,12.196,1.334,14.645,6.684
01-12-1980,9.431,-1.277,13.892,4.016
01-01-1981,9.267,-1.298,13.963,3.785
01-02-1981,9.689,-1.41,14.073,4.021
01-03-1981,12.05,0.554,14.769,6.239
01-04-1981,14.817,3.131,15.432,8.953
01-05-1981,17.471,5.901,16.198,11.565
01-06-1981,19.611,8.065,16.932,13.765
01-07-1981,20.398,9.208,17.217,14.738
01-08-1981,20.293,8.977,17.123,14.502
01-09-1981,17.95,6.646,16.466,12.236
01-10-1981,14.979,3.765,15.453,9.394
01-11-1981,11.669,0.97,14.47,6.273
01-12-1981,10.068,-0.878,14.098,4.519
01-01-1982,8.09,-2.777,13.587,2.558
01-02-1982,8.843,-2.075,13.852,3.281
01-03-1982,10.667,-0.722,14.337,4.873
01-04-1982,14.388,2.89,15.33,8.465
01-05-1982,17.149,5.727,16.144,11.348
01-06-1982,19.083,7.556,16.625,13.245
01-07-1982,20.311,9.019,17,14.545
01-08-1982,19.534,8.465,16.867,13.796
01-09-1982,17.75,6.675,16.354,12.039
01-10-1982,14.845,3.917,15.493,9.232
01-11-1982,11.314,0.909,14.446,5.961
01-12-1982,9.637,-0.705,14.068,4.327
01-01-1983,8.747,-1.65,13.979,3.445
01-02-1983,9.427,-1.592,14.169,3.814
01-03-1983,11.503,0.097,14.683,5.699
01-04-1983,14.45,3.053,15.468,8.693
01-05-1983,17.477,6.144,16.34,11.729
01-06-1983,19.217,7.819,16.786,13.478
01-07-1983,20.139,8.829,17.068,14.408
01-08-1983,20.105,8.729,17.145,14.302
01-09-1983,18.412,7.08,16.573,12.698
01-10-1983,15.097,4.011,15.498,9.478
01-11-1983,12.334,1.421,14.648,6.765
01-12-1983,9.25,-1.312,13.886,3.829
01-01-1984,8.338,-2.235,13.701,2.941
01-02-1984,8.786,-2.452,13.878,3.093
01-03-1984,11.541,-0.078,14.608,5.671
01-04-1984,14.335,2.608,15.37,8.432
01-05-1984,17.86,6.211,16.295,11.976
01-06-1984,19.05,7.662,16.668,13.387
01-07-1984,20.109,8.958,16.961,14.429
01-08-1984,19.83,8.33,16.972,13.984
01-09-1984,17.718,6.5,16.385,12.015
01-10-1984,14.891,4.015,15.368,9.378
01-11-1984,11.243,0.602,14.32,5.811
01-12-1984,8.411,-1.88,13.604,3.185
01-01-1985,8.385,-2.22,13.678,3.01
01-02-1985,8.322,-2.853,13.731,2.704
01-03-1985,11.194,-0.133,14.526,5.451
01-04-1985,14.421,2.905,15.356,8.633
01-05-1985,17.203,5.756,16.136,11.426
01-06-1985,19.396,7.908,16.713,13.569
01-07-1985,19.711,8.362,16.906,13.973
01-08-1985,19.757,8.515,17.013,14.059
01-09-1985,17.634,6.482,16.357,11.98
01-10-1985,14.808,4.051,15.476,9.338
01-11-1985,11.331,0.703,14.388,5.968
01-12-1985,9.044,-1.368,13.808,3.785
01-01-1986,8.818,-2.011,13.724,3.315
01-02-1986,9.699,-1.637,14.084,3.991
01-03-1986,11.629,0.015,14.608,5.755
01-04-1986,14.772,3.105,15.452,8.871
01-05-1986,17.393,5.889,16.163,11.581
01-06-1986,19.211,7.72,16.696,13.439
01-07-1986,19.987,8.739,16.991,14.293
01-08-1986,19.874,8.433,16.938,13.972
01-09-1986,17.713,6.395,16.285,11.817
01-10-1986,14.803,3.881,15.455,9.299
01-11-1986,11.232,0.702,14.407,5.919
01-12-1986,9.071,-1.399,13.805,3.751
01-01-1987,8.701,-2.344,13.758,3.139
01-02-1987,9.792,-1.366,14.161,4.134
01-03-1987,11.203,-0.467,14.538,5.245
01-04-1987,14.69,2.835,15.447,8.595
01-05-1987,17.315,5.798,16.252,11.525
01-06-1987,19.661,8.105,16.9,13.927
01-07-1987,20.667,9.326,17.296,14.89
01-08-1987,19.632,8.32,17.061,13.896
01-09-1987,18.226,6.878,16.569,12.447
01-10-1987,15.136,4.094,15.621,9.59
01-11-1987,11.518,0.71,14.561,6.056
01-12-1987,9.857,-0.712,14.13,4.489
01-01-1988,8.864,-1.798,13.978,3.454
01-02-1988,9.094,-2.031,14.064,3.422
01-03-1988,11.817,0.366,14.778,5.931
01-04-1988,14.978,3.289,15.593,8.992
01-05-1988,17.676,6.143,16.348,11.852
01-06-1988,19.974,8.356,16.976,14.099
01-07-1988,20.466,9.186,17.179,14.798
01-08-1988,20.124,8.905,17.173,14.553
01-09-1988,18.424,7.08,16.553,12.681
01-10-1988,15.719,4.363,15.639,9.979
01-11-1988,11.837,0.841,14.465,6.295
01-12-1988,9.707,-0.852,13.923,4.363
